molecula,nom,smiles,fallida_pbc,fallida_sbc,fallida_qualsevol,fallida_comuna_pbc_sbc,pes_molecular,atoms_pesants,anells,anells_aromatics,atoms_aromatics,heteroatoms,halogens,donadors_h,acceptors_h,tpsa,enllacos_rotables,logp,es_aromatica,es_halogenada,gran_pes_molecular_gt_200,polar_tpsa_gt_60
mobley_1527293,flurbiprofen,C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,False,False,False,False,244.26500000000001,18,2,2,12,3,1,1,1,37.3,3,3.6808000000000023,True,True,True,False
mobley_1563176,butane-1-thiol,CCCCS,False,False,False,False,90.19099999999999,5,0,0,0,1,0,1,1,0.0,2,1.7163,False,False,False,False
mobley_1571523,"2,3-dimethylphenol",Cc1cccc(c1C)O,False,False,False,False,122.16699999999999,9,1,1,6,1,0,1,1,20.23,0,2.00904,True,False,False,False
mobley_1592519,ethyl hexanoate,CCCCCC(=O)OCC,False,False,False,False,144.21399999999997,10,0,0,0,2,0,0,2,26.3,5,2.1298000000000004,False,False,False,False
mobley_1615431,2-isopropoxypropane,CC(C)OC(C)C,False,False,False,False,102.17699999999999,7,0,0,0,1,0,0,1,9.23,2,1.8197999999999999,False,False,False,False
mobley_1636752,methanol,CO,False,False,False,False,32.042,2,0,0,0,1,0,1,1,20.23,0,-0.3915,False,False,False,False
mobley_1650157,2-methylpropan-2-ol,CC(C)(C)O,False,False,False,False,74.12299999999999,5,0,0,0,1,0,1,1,20.23,0,0.7771999999999999,False,False,False,False
mobley_1659169,morpholine,C1COCCN1,False,True,True,False,87.122,6,1,0,0,2,0,1,2,21.259999999999998,0,-0.3938000000000001,False,False,False,False
mobley_1662128,but-1-ene,CCC=C,False,False,False,False,56.108,4,0,0,0,0,0,0,0,0.0,1,1.5824,False,False,False,False
mobley_1674094,hex-1-yne,CCCCC#C,False,False,False,False,82.14599999999999,6,0,0,0,0,0,0,0,0.0,2,1.8098,False,False,False,False
mobley_1708457,methylsulfonylmethane,CS(=O)(=O)C,False,False,False,False,94.135,5,0,0,0,3,0,0,2,34.14,0,-0.33919999999999995,False,False,False,False
mobley_1717215,methyl formate,COC=O,False,False,False,False,60.05200000000001,4,0,0,0,2,0,0,2,26.3,1,-0.2108000000000001,False,False,False,False
mobley_1722522,ethyl butanoate,CCCC(=O)OCC,False,False,False,False,116.15999999999998,8,0,0,0,2,0,0,2,26.3,3,1.3496000000000001,False,False,False,False
mobley_1723043,octafluorocyclobutane,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,False,False,False,False,200.028,12,1,0,0,8,8,0,0,0.0,0,2.5412,False,True,True,False
mobley_1728386,benzamide,c1ccc(cc1)C(=O)N,False,False,False,False,121.13899999999998,9,1,1,6,2,0,1,1,43.09,1,0.7855000000000001,True,False,False,False
mobley_172879,dibenzo-p-dioxin,c1ccc2c(c1)Oc3ccccc3O2,False,False,False,False,184.194,14,3,2,12,2,0,0,2,18.46,0,3.584600000000002,True,False,False,False
mobley_1733799,4-bromophenol,c1cc(ccc1O)Br,False,False,False,False,173.00899999999996,8,1,1,6,2,1,1,1,20.23,0,2.1547000000000005,True,True,False,False
mobley_1735893,hexanoic acid,CCCCCC(=O)O,False,False,False,False,116.15999999999998,8,0,0,0,2,0,1,1,37.3,4,1.6513,False,False,False,False
mobley_1743409,diethyl butanedioate,CCOC(=O)CCC(=O)OCC,False,False,False,False,174.19599999999997,12,0,0,0,4,0,0,4,52.60000000000001,5,0.8927999999999999,False,False,False,False
mobley_1755375,"2,6-dimethylphenol",Cc1cccc(c1O)C,True,False,True,False,122.16699999999999,9,1,1,6,1,0,1,1,20.23,0,2.0090399999999997,True,False,False,False
mobley_1760914,1-chloro-2-methyl-benzene,Cc1ccccc1Cl,False,False,False,False,126.586,8,1,1,6,1,1,0,0,0.0,0,2.6484200000000007,True,True,False,False
mobley_1770205,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,False,True,True,False,317.332,19,2,2,10,9,0,0,8,66.24000000000001,5,1.9994999999999998,True,False,True,True
mobley_1781152,"methyl 2,2-dimethylpropanoate",CC(C)(C)C(=O)OC,False,False,False,False,116.15999999999998,8,0,0,0,2,0,0,2,26.3,0,1.2055,False,False,False,False
mobley_1792062,"1,2-dibromoethane",C(CBr)Br,False,False,False,False,187.862,4,0,0,0,2,2,0,0,0.0,1,1.7762,False,True,False,False
mobley_1800170,ethanethiol,CCS,False,False,False,False,62.137,3,0,0,0,1,0,1,1,0.0,0,0.9360999999999999,False,False,False,False
mobley_1803862,isopentane,CCC(C)C,False,False,False,False,72.151,5,0,0,0,0,0,0,0,0.0,1,2.0524,False,False,False,False
mobley_1821184,3-methyl-1H-indole,Cc1c[nH]c2c1cccc2,False,False,False,False,131.178,10,2,2,9,1,0,1,0,15.79,0,2.4763200000000003,True,False,False,False
mobley_1827204,hexanal,CCCCCC=O,False,False,False,False,100.16099999999999,7,0,0,0,1,0,0,1,17.07,4,1.7656,False,False,False,False
mobley_1838110,"1,1,2-trichloro-1,2,2-trifluoro-ethane",C(C(F)(Cl)Cl)(F)(F)Cl,False,False,False,False,187.375,8,0,0,0,6,6,0,0,0.0,1,2.9189,False,True,False,False
mobley_1849020,4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-thioxo-$l^{5}-phosphane,CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,True,True,True,True,342.875,18,1,1,6,7,1,0,5,18.46,8,5.420300000000004,True,True,True,False
mobley_1855337,"1,2,3,5-tetrachlorobenzene",c1c(cc(c(c1Cl)Cl)Cl)Cl,False,False,False,False,215.894,10,1,1,6,4,4,0,0,0.0,0,4.3002,True,True,True,False
mobley_1857976,"1,2-dichloroethane",C(CCl)Cl,False,False,False,False,98.96000000000001,4,0,0,0,2,2,0,0,0.0,1,1.464,False,True,False,False
mobley_1858644,2-phenylethanol,c1ccc(cc1)CCO,False,False,False,False,122.16699999999997,9,1,1,6,1,0,1,1,20.23,2,1.2213999999999998,True,False,False,False
mobley_186894,propanethiol,CCCS,False,False,False,False,76.16399999999999,4,0,0,0,1,0,1,1,0.0,1,1.3262,False,False,False,False
mobley_1873346,toluene,Cc1ccccc1,False,False,False,False,92.14099999999999,7,1,1,6,0,0,0,0,0.0,0,1.99502,True,False,False,False
mobley_1875719,pentan-3-one,CCC(=O)CC,False,False,False,False,86.134,6,0,0,0,1,0,0,1,17.07,2,1.3755,False,False,False,False
mobley_1881249,pentan-2-one,CCCC(=O)C,False,False,False,False,86.13399999999999,6,0,0,0,1,0,0,1,17.07,2,1.3755,False,False,False,False
mobley_1893815,"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,False,False,False,False,167.85,6,0,0,0,4,4,0,0,0.0,0,2.5954000000000006,False,True,False,False
mobley_1893937,1-chlorohexane,CCCCCCCl,False,False,False,False,120.623,7,0,0,0,1,1,0,0,0.0,4,2.805500000000001,False,True,False,False
mobley_1896013,"(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol",C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,False,False,False,False,150.13,10,1,0,0,5,0,4,5,90.15,0,-2.5823,False,False,False,True
mobley_1899443,2-methylpent-1-ene,CCCC(=C)C,False,False,False,False,84.16199999999999,6,0,0,0,0,0,0,0,0.0,2,2.3626000000000005,False,False,False,False
mobley_1903702,butan-2-ol,CC[C@H](C)O,False,False,False,False,74.12299999999999,5,0,0,0,1,0,1,1,20.23,1,0.7771999999999999,False,False,False,False
mobley_1905088,benzyl bromide,c1ccc(cc1)CBr,False,True,True,False,171.03699999999998,8,1,1,6,1,1,0,0,0.0,1,2.581500000000001,True,True,False,False
mobley_1922649,methylparathion,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],False,False,False,False,263.211,16,1,1,6,8,0,0,6,70.83,5,2.490900000000001,True,False,True,True
mobley_1923244,n-butane,CCCC,False,False,False,False,58.123999999999995,4,0,0,0,0,0,0,0,0.0,1,1.8064,False,False,False,False
mobley_1929982,hydrogen sulfide,S,False,False,False,False,34.083,1,0,0,0,1,0,0,0,0.0,0,0.11280000000000001,False,False,False,False
mobley_194273,bromacil,CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,False,False,False,False,261.11899999999997,14,1,1,6,5,1,1,3,54.86,2,1.57852,True,True,True,False
mobley_1944394,[2-benzhydryloxyethyl]-dimethyl-amine,CN(C)CCOC(c1ccccc1)c2ccccc2,False,False,False,False,255.36100000000002,19,2,2,12,2,0,0,2,12.47,6,3.3542000000000023,True,False,True,False
mobley_1952272,nitromethane,C[N+](=O)[O-],False,False,False,False,61.040000000000006,4,0,0,0,3,0,0,2,43.14,0,-0.10710000000000008,False,False,False,False
mobley_1963873,N-methylacetamide,CC(=O)NC,False,False,False,False,73.095,5,0,0,0,2,0,1,1,29.1,0,-0.24770000000000003,False,False,False,False
mobley_1967551,acetaldehyde,CC=O,False,False,False,False,44.053,3,0,0,0,1,0,0,1,17.07,0,0.2052,False,False,False,False
mobley_197466,1-cyclopropylethanone,CC(=O)C1CC1,False,False,False,False,84.11800000000001,6,1,0,0,1,0,0,1,17.07,1,0.9854,False,False,False,False
mobley_1976156,nonanal,CCCCCCCCC=O,False,False,False,False,142.242,10,0,0,0,1,0,0,1,17.07,7,2.935900000000001,False,False,False,False
mobley_1977493,1-chloropropane,CCCCl,False,False,False,False,78.542,4,0,0,0,1,1,0,0,0.0,1,1.6352,False,True,False,False
mobley_1987439,mesitylene,Cc1cc(cc(c1)C)C,False,False,False,False,120.19499999999998,9,1,1,6,0,0,0,0,0.0,0,2.611860000000001,True,False,False,False
mobley_2005792,biphenyl,c1ccc(cc1)c2ccccc2,False,False,False,False,154.21199999999996,12,2,2,12,0,0,0,0,0.0,1,3.353600000000002,True,False,False,False
mobley_2008055,ethane,CC,False,False,False,False,30.07,2,0,0,0,0,0,0,0,0.0,0,1.0262,False,False,False,False
mobley_2023925,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoro-ethane",[C@@H](C(F)(F)F)(OC(F)F)Cl,False,False,False,False,184.49099999999999,10,0,0,0,7,6,0,1,9.23,2,2.3528000000000002,False,True,False,False
mobley_2043882,1-cyclohexylethanone,CC(=O)C1CCCCC1,False,False,False,False,126.19900000000001,9,1,0,0,1,0,0,1,17.07,1,2.1557000000000004,False,False,False,False
mobley_2049967,methylsulfanylethane,CCSC,False,False,False,False,76.164,4,0,0,0,1,0,0,1,0.0,1,1.3693,False,False,False,False
mobley_20524,phenol,c1ccc(cc1)O,False,False,False,False,94.11299999999997,7,1,1,6,1,0,1,1,20.23,0,1.3921999999999997,True,False,False,False
mobley_2068538,propane,CCC,False,False,False,False,44.096999999999994,3,0,0,0,0,0,0,0,0.0,0,1.4163,False,False,False,False
mobley_2078467,ibuprofen,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,False,False,False,False,206.28499999999997,15,1,1,6,2,0,1,1,37.3,4,3.073200000000001,True,False,True,False
mobley_2099370,ketoprofen,C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,True,True,True,True,254.285,19,2,2,12,3,0,1,2,54.370000000000005,4,3.1057000000000006,True,False,True,False
mobley_210639,2-iodopropane,CC(C)I,False,False,False,False,169.993,4,0,0,0,1,1,0,0,0.0,0,1.8298,False,True,False,False
mobley_2123854,4-hydroxybenzonitrile,c1cc(ccc1C#N)O,False,False,False,False,119.12299999999998,9,1,1,6,2,0,1,2,44.019999999999996,0,1.2638799999999994,True,False,False,False
mobley_2126135,2-ethylphenol,CCc1ccccc1O,False,False,False,False,122.16699999999996,9,1,1,6,1,0,1,1,20.23,1,1.9545999999999997,True,False,False,False
mobley_2143011,3-methylbut-1-ene,CC(C)C=C,False,False,False,False,70.135,5,0,0,0,0,0,0,0,0.0,1,1.8284,False,False,False,False
mobley_2146331,formaldehyde,C=O,False,False,False,False,30.026,2,0,0,0,1,0,0,1,17.07,0,-0.1849,False,False,False,False
mobley_2178600,1-chloro-pentane,CCCCCCl,False,False,False,False,106.596,6,0,0,0,1,1,0,0,0.0,3,2.415400000000001,False,True,False,False
mobley_2183616,sec-butylbenzene,CC[C@H](C)c1ccccc1,False,False,False,False,134.22199999999998,10,1,1,6,0,0,0,0,0.0,2,3.2001000000000017,True,False,False,False
mobley_2197088,decane,CCCCCCCCCC,False,False,False,False,142.286,10,0,0,0,0,0,0,0,0.0,7,4.147000000000004,False,False,False,False
mobley_2198613,chloroethane,CCCl,False,False,False,False,64.515,3,0,0,0,1,1,0,0,0.0,0,1.2451,False,True,False,False
mobley_2213823,3-methylpentane,CCC(C)CC,False,False,False,False,86.178,6,0,0,0,0,0,0,0,0.0,2,2.442500000000001,False,False,False,False
mobley_2245668,2-methylpropan-1-ol,CC(C)CO,False,False,False,False,74.12299999999999,5,0,0,0,1,0,1,1,20.23,1,0.6347,False,False,False,False
mobley_2261979,acenaphthene,c1cc2cccc3c2c(c1)CC3,False,False,False,False,154.21199999999993,12,3,2,10,0,0,0,0,0.0,0,2.9384000000000015,True,False,False,False
mobley_2269032,naproxen,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,False,False,False,False,230.26299999999998,17,2,2,10,3,0,1,2,46.53,3,3.036500000000001,True,False,True,False
mobley_2279874,trimethoxymethane,COC(OC)OC,False,False,False,False,106.121,7,0,0,0,3,0,0,3,27.69,3,0.20920000000000005,False,False,False,False
mobley_2294995,ethyl formate,CCOC=O,False,False,False,False,74.07900000000001,5,0,0,0,2,0,0,2,26.3,2,0.17930000000000001,False,False,False,False
mobley_2295058,methyl paraben,COC(=O)c1ccc(cc1)O,False,False,False,False,152.149,11,1,1,6,3,0,1,3,46.53,1,1.1788,True,False,False,False
mobley_2310185,ethanol,CCO,False,False,False,False,46.069,3,0,0,0,1,0,1,1,20.23,0,-0.0014000000000000123,False,False,False,False
mobley_2316618,"1-(2-hydroxyethylamino)-9,10-anthraquinone",c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO,False,False,False,False,267.28399999999993,20,3,2,12,4,0,2,4,66.4,3,1.8661999999999996,True,False,True,True
mobley_2328633,pentylcyclopentane,CCCCCC1CCCC1,False,False,False,False,140.26999999999998,10,1,0,0,0,0,0,0,0.0,4,3.7569000000000026,False,False,False,False
mobley_2341732,methyl pentanoate,CCCCC(=O)OC,False,False,False,False,116.15999999999998,8,0,0,0,2,0,0,2,26.3,3,1.3496000000000001,False,False,False,False
mobley_2354112,3-ethylphenol,CCc1cccc(c1)O,False,True,True,False,122.16699999999996,9,1,1,6,1,0,1,1,20.23,1,1.9545999999999997,True,False,False,False
mobley_2364370,butyl acetate,CCCCOC(=O)C,False,False,False,False,116.15999999999998,8,0,0,0,2,0,0,2,26.3,3,1.3496000000000001,False,False,False,False
mobley_2371092,"3,4-dimethylpyridine",Cc1ccncc1C,False,False,False,False,107.15599999999999,8,1,1,6,1,0,0,1,12.89,0,1.69844,True,False,False,False
mobley_2390199,heptan-4-one,CCCC(=O)CCC,False,False,False,False,114.18799999999999,8,0,0,0,1,0,0,1,17.07,4,2.1557000000000004,False,False,False,False
mobley_2402487,diethyl propanedioate,CCOC(=O)CC(=O)OCC,False,False,False,False,160.16899999999998,11,0,0,0,4,0,0,4,52.60000000000001,4,0.5027,False,False,False,False
mobley_2410897,ethanamine,CCN,False,False,False,False,45.084999999999994,3,0,0,0,1,0,1,1,26.02,0,-0.03499999999999981,False,False,False,False
mobley_2422586,1-methoxypropane,CCCOC,False,False,False,False,74.12299999999999,5,0,0,0,1,0,0,1,9.23,2,1.0428,False,False,False,False
mobley_242480,"1,4-diamino-9,10-anthracenedione",c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,False,True,True,False,238.24599999999995,18,3,2,12,4,0,2,4,86.17999999999999,0,1.6263999999999998,True,False,True,True
mobley_2451097,benzonitrile,c1ccc(cc1)C#N,False,False,False,False,103.12399999999998,8,1,1,6,1,0,0,1,23.79,0,1.5582799999999999,True,False,False,False
mobley_2457863,3-methoxyphenol,COc1cccc(c1)O,False,False,False,False,124.13899999999997,9,1,1,6,2,0,1,2,29.46,1,1.4007999999999996,True,False,False,False
mobley_2481002,trichloro(nitro)methane,C([N+](=O)[O-])(Cl)(Cl)Cl,False,False,False,False,164.37500000000003,7,0,0,0,6,3,0,2,43.14,0,1.5908,False,True,False,False
mobley_2484519,benzyl chloride,c1ccc(cc1)CCl,False,False,False,False,126.58599999999998,8,1,1,6,1,1,0,0,0.0,1,2.4254000000000007,True,True,False,False
mobley_2487143,hexan-2-one,CCCCC(=O)C,False,False,False,False,100.16099999999999,7,0,0,0,1,0,0,1,17.07,3,1.7656,False,False,False,False
mobley_2489709,"1,2-dichlorobenzene",c1ccc(c(c1)Cl)Cl,False,False,False,False,147.004,8,1,1,6,2,2,0,0,0.0,0,2.9934000000000003,True,True,False,False
mobley_2492140,"1,1,1,2,2-pentachloroethane",C(C(Cl)(Cl)Cl)(Cl)Cl,False,False,False,False,202.29500000000002,7,0,0,0,5,5,0,0,0.0,0,3.1603000000000003,False,True,True,False
mobley_2493732,"1,1-dichloroethylene",C=C(Cl)Cl,False,False,False,False,96.944,4,0,0,0,2,2,0,0,0.0,0,1.9352,False,True,False,False
mobley_2501588,profluralin,CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],True,False,True,False,347.293,24,2,1,6,10,3,0,5,89.52,7,4.148200000000004,True,True,True,True
mobley_2517158,1-bromoheptane,CCCCCCCBr,False,False,False,False,179.101,8,0,0,0,1,1,0,0,0.0,5,3.351700000000002,False,True,False,False
mobley_2518989,dialifor,CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,True,True,True,True,393.85400000000016,23,2,1,6,9,1,0,6,55.84,8,3.878200000000003,True,True,True,False
mobley_2523689,5-Amino-4-chloro-2-phenylpyridazin-3(2H)-one,c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl,False,False,False,False,221.647,15,2,2,12,5,1,1,4,60.91,1,1.4680999999999997,True,True,True,True
mobley_252413,"2,2-dimethylpentane",CCCC(C)(C)C,False,False,False,False,100.20499999999998,7,0,0,0,0,0,0,0,0.0,1,2.832600000000001,False,False,False,False
mobley_2577969,pyrene,c1cc2ccc3cccc4c3c2c(c1)cc4,False,False,False,False,202.25599999999997,16,4,4,16,0,0,0,0,0.0,0,4.584000000000002,True,False,True,False
mobley_2607611,hexyl acetate,CCCCCCOC(=O)C,False,False,False,False,144.214,10,0,0,0,2,0,0,2,26.3,5,2.1298000000000004,False,False,False,False
mobley_2609604,"3,3-dimethylpentane",CCC(C)(C)CC,False,False,False,False,100.20499999999998,7,0,0,0,0,0,0,0,0.0,2,2.832600000000001,False,False,False,False
mobley_2613240,"1,2-dimethoxybenzene",COc1ccccc1OC,False,False,False,False,138.16599999999997,10,1,1,6,2,0,0,2,18.46,2,1.7038,True,False,False,False
mobley_2636578,3-nitrooxypropyl nitrate,C(CO[N+](=O)[O-])CO[N+](=O)[O-],False,False,False,False,166.08899999999997,11,0,0,0,8,0,0,6,104.74000000000001,6,-0.20690000000000008,False,False,False,True
mobley_2659552,"N,N-4-trimethylbenzamide",Cc1ccc(cc1)C(=O)N(C)C,False,False,False,False,163.21999999999997,12,1,1,6,2,0,0,1,20.310000000000002,1,1.69682,True,False,False,False
mobley_2661134,3-hydroxybenzonitrile,c1cc(cc(c1)O)C#N,False,False,False,False,119.12299999999998,9,1,1,6,2,0,1,2,44.019999999999996,0,1.2638799999999997,True,False,False,False
mobley_2681549,"1,3,5-trichlorobenzene",c1c(cc(cc1Cl)Cl)Cl,False,False,False,False,181.449,9,1,1,6,3,3,0,0,0.0,0,3.6468000000000007,True,True,False,False
mobley_2689721,cyclohexane,C1CCCCC1,False,False,False,False,84.162,6,1,0,0,0,0,0,0,0.0,0,2.3406000000000002,False,False,False,False
mobley_2693089,2-isobutylpyrazine,CC(C)Cc1cnccn1,False,False,False,False,136.19799999999998,10,1,1,6,2,0,0,2,25.78,2,1.6751,True,False,False,False
mobley_2725215,nitralin,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],False,False,False,False,345.3770000000001,23,1,1,6,10,0,0,7,123.66,8,2.5329000000000006,True,False,True,True
mobley_2725802,1-pyrrolidin-1-ylethanone,CC(=O)N1CCCC1,False,False,False,False,113.16000000000001,8,1,0,0,2,0,0,1,20.310000000000002,0,0.6287,False,False,False,False
mobley_2727678,5-iodouracil,c1c(c(=O)[nH]c(=O)[nH]1)I,False,False,False,False,237.98399999999998,9,1,1,6,5,1,2,2,65.72,0,-0.3322,True,True,True,True
mobley_2751110,4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,False,False,False,False,139.10999999999999,10,1,1,6,4,0,1,3,63.370000000000005,1,1.3003999999999998,True,False,False,True
mobley_2763835,ethoxybenzene,CCOc1ccccc1,False,False,False,False,122.16699999999996,9,1,1,6,1,0,0,1,9.23,2,2.0853,True,False,False,False
mobley_2771569,1-methylpiperazine,CN1CCNCC1,False,False,False,False,100.16499999999999,7,1,0,0,2,0,1,2,15.27,0,-0.4785999999999999,False,False,False,False
mobley_2782339,phthalimide,c1ccc2c(c1)C(=O)NC2=O,False,False,False,False,147.13299999999998,11,2,1,6,3,0,1,2,46.17,0,0.5702,True,False,False,False
mobley_2784376,cyclopropane,C1CC1,False,False,False,False,42.080999999999996,3,1,0,0,0,0,0,0,0.0,0,1.1703,False,False,False,False
mobley_2789243,3-chloropyridine,c1cc(cnc1)Cl,False,False,False,False,113.54699999999998,7,1,1,6,2,1,0,1,12.89,0,1.7349999999999999,True,True,False,False
