molecula,dg_elec_pbc,dg_elec_sbc,dg_lj_pbc,dg_lj_sbc,delta_delta_elec_sbc_menys_pbc,delta_delta_lj_sbc_menys_pbc
mobley_1781152,37.00274741517946,14.06500089200508,2.241095724632566,-2.85011527933358,-22.937746523174383,-5.091211003966146
mobley_1792062,1.703047133201846,1.2405274830518476,-0.8469496969947268,-3.7945883522031307,-0.4625196501499984,-2.947638655208404
mobley_1800170,-0.12066685056411477,1.4551961066892298,-2.420440410584921,-3.562713227143166,1.5758629572533447,-1.1422728165582452
mobley_1803862,-1.1363077808908293,-0.4057185142873813,-2.5486404528698374,-2.324419057710468,0.7305892666034479,0.22422139515936923
mobley_1821184,11.591232250336613,9.754661986084121,3.3450715916042704,1.10002365272073,-1.836570264252492,-2.2450479388835403
mobley_1827204,6.9339965942582635,7.506012095559467,-3.992966223109472,-2.850914605105746,0.5720155013012036,1.142051618003726
mobley_1838110,0.44790365526533543,0.23569482668815167,-0.8552459214131336,-2.1279702580064606,-0.21220882857718376,-1.272724336593327
mobley_1855337,-0.008630948608221,1.3974265040996197,-0.2152432146940999,-0.4495734626162564,1.4060574527078407,-0.2343302479221565
mobley_1857976,2.4701736010635065,2.6316426127357913,-2.172590138853903,-2.5292693551105416,0.16146901167228478,-0.35667921625663856
mobley_1858644,-0.1574278720960067,9.377588371380888,0.17624960138099643,-0.5580750146119109,9.535016243476894,-0.7343246159929073
mobley_186894,1.1925066754398443,1.8247557721092371,-1.8053351456946354,-3.523915810865278,0.6322490966693928,-1.7185806651706428
mobley_1873346,-0.16021925631709133,1.9873349003539886,0.9834576757012126,-1.3162914709538671,2.14755415667108,-2.2997491466550795
mobley_1875719,16.86223400533728,9.493918058528475,-2.223409286442592,-4.0274190332589965,-7.368315946808806,-1.8040097468164045
mobley_1881249,7.809917585052938,8.092907815912785,-0.35021958234066136,-2.1047149709086574,0.28299023085984665,-1.7544953885679961
mobley_1893815,1.846332649977723,1.3749682308471427,0.0025661677256322846,-3.0575193040386304,-0.47136441913058036,-3.0600854717642627
mobley_1893937,2.0065862554172766,2.335766609410938,-0.36045122139036223,-6.175832967215752,0.3291803539936615,-5.815381745825389
mobley_1896013,0.15255263042747913,-12.427190250538885,3.823820195032149,3.7743561617200205,-12.579742880966364,-0.049464033312128564
mobley_1899443,-2.0264694130007794,-0.37136965753566,-0.9489754668504152,-4.443865791092071,1.6550997554651194,-3.4948903242416556
mobley_1903702,0.38267154602265835,1.5381304531267836,-0.5064485637318965,-3.7455817639401228,1.1554589071041252,-3.2391332002082263
mobley_1922649,46.776864446614404,41.238487782623025,6.288947141590366,7.25726249535998,-5.538376663991379,0.9683153537696132
mobley_1923244,-0.8393296852723511,-0.31763277952162405,-2.154165900568655,-3.332771487459078,0.521696905750727,-1.178605586890423
mobley_1929982,3.1324133081040473,3.203900319090903,-1.609444117570596,-1.7438951440259716,0.07148701098685573,-0.13445102645537554
mobley_194273,7.544246818954321,38.93713748341687,10.368861461273886,7.3571637806985954,31.39289066446255,-3.01169768057529
mobley_1944394,32.74825696595188,16.88879487219901,3.0437714141431,6.049928437280473,-15.859462093752871,3.006157023137373
mobley_1952272,2.179417819443698,2.6897876449507905,-2.2289964982004564,-3.029718943645857,0.5103698255070923,-0.8007224454454005
mobley_1963873,9.667487399808834,9.58164013889066,-0.009326620372220207,-2.099529136013325,-0.0858472609181753,-2.0902025156411046
mobley_1967551,5.162320990754807,5.4463120539718455,-2.0382034540657576,-3.3316427860894136,0.28399106321703815,-1.293439332023656
mobley_197466,20.461612863287232,8.71478254034923,0.4527698491358265,-2.6420702995293794,-11.746830322938003,-3.094840148665206
mobley_1976156,10.259473502955071,7.593277001623003,-0.6960479396475846,-2.8399937027915034,-2.6661965013320685,-2.1439457631439187
mobley_1977493,1.82301307634085,1.1072369906717725,-1.6518927824607368,-1.7159343163839647,-0.7157760856690776,-0.06404153392322787
mobley_1987439,-4.031616873942397,0.443770959831284,0.874195381084379,1.1317416727809009,4.475387833773681,0.2575462916965219
mobley_2005792,12.7361563190557,16.341388547470952,5.107650045180441,0.20912288564349168,3.605232228415252,-4.8985271595369495
mobley_2008055,-0.006020120996363357,0.004277444911219225,-1.4420827433942152,-2.749481620794073,0.010297565907582582,-1.3073988773998577
mobley_2023925,7.391184015972787,-12.449350780118017,-2.074045130781318,-2.88974044084719,-19.840534796090804,-0.8156953100658719
mobley_2043882,13.713892857009979,12.298927362460587,1.3722967766601533,2.213221653907507,-1.4149654945493921,0.8409248772473539
mobley_2049967,-0.10727557992085424,1.720047333487647,-0.7472936269139316,-3.0748962081751525,1.8273229134085012,-2.327602581261221
mobley_20524,0.9558006678683557,4.70146320122372,2.0618969363530115,-0.35970025822081864,3.745662533355364,-2.42159719457383
mobley_2068538,-0.7817386399489201,-0.23677534720749363,-1.376199359350357,-3.635903160608692,0.5449632927414265,-2.2597038012583353
mobley_2078467,16.50349946475466,27.18955321836787,1.5986756655359777,-2.91414935129165,10.686053753613209,-4.512825016827628
mobley_210639,0.5845328637672564,1.455268616717277,-2.5449894858606403,-2.973423438438369,0.8707357529500206,-0.42843395257772876
mobley_2123854,7.97220005525581,11.19204280805502,1.2283043946292236,-0.154538479630145,3.2198427527992095,-1.3828428742593686
mobley_2126135,13.073441217131052,11.731102626036957,2.2020307859591797,4.291823620809778,-1.3423385910940944,2.089792834850598
mobley_2143011,-1.0524835948295175,-0.9804947849210887,-3.6372303387045,-4.2717169842855185,0.07198880990842882,-0.6344866455810183
mobley_2146331,4.993675799236014,4.852445116904728,-1.7492014330877064,-2.9741537075642768,-0.14123068233128588,-1.2249522744765704
mobley_2178600,1.0831171361018346,1.4540814664572554,-1.8058102223983772,-4.3721132520331745,0.37096433035542087,-2.5663030296347973
mobley_2183616,6.230280166196236,7.056032047216514,3.462667843989739,2.8835224212639226,0.8257518810202784,-0.5791454227258166
mobley_2197088,1.445052421907075,2.6751723748717176,-3.5958804070973396,-4.030154149096074,1.2301199529646425,-0.43427374199873414
mobley_2198613,1.528215618794834,1.0775121476473006,-2.657051384563188,-2.714310914590782,-0.4507034711475333,-0.057259530027593986
mobley_2213823,-0.22580745606008715,-0.21844643897711194,0.8935425382183918,-3.2488071512823207,0.0073610170829752075,-4.142349689500713
mobley_2245668,8.450940283585885,4.903844513101577,-0.3185459471143778,-3.31947117838559,-3.547095770484308,-3.000925231271212
mobley_2261979,7.8290875976910534,8.162548051895822,6.715831695836193,3.951683251135023,0.33346045420476855,-2.7641484447011697
mobley_2269032,26.95900277970723,25.358377962998432,4.999010218446212,3.851760158230847,-1.6006248167087982,-1.1472500602153652
mobley_2279874,22.1654608327243,16.616078316949856,1.1314871579267174,-0.08551393268299012,-5.549382515774443,-1.2170010906097075
mobley_2294995,9.737331986240822,8.848920693585285,1.276645528689736,-0.6547223889114488,-0.8884112926555368,-1.9313679176011849
mobley_2295058,35.70353421460423,35.406302216924104,3.5963376058361884,1.1943221549478422,-0.29723199768012876,-2.4020154508883462
mobley_2310185,-0.7229811185584064,3.998487376930646,-2.4631538396662194,-1.8768190950212837,4.721468495489052,0.5863347446449356
mobley_2316618,40.477952717974446,38.798947871817695,8.09674767872958,12.670888177197517,-1.6790048461567508,4.574140498467937
mobley_2328633,0.3279408350484756,1.8736983950687416,0.14075890921776452,-4.998050428226259,1.545757560020266,-5.138809337444023
mobley_2341732,19.40309284527363,13.21559630787134,-1.2747844910832205,0.19225550156270255,-6.187496537402289,1.467039992645923
mobley_2364370,9.35455260260541,12.151322765040074,-1.7050331483118393,-2.2853084469588594,2.7967701624346635,-0.5802752986470201
mobley_2371092,-0.20372200206922875,3.3325961126030514,3.1835219617397055,-0.2870143611323055,3.53631811467228,-3.470536322872011
mobley_2390199,11.97886370303451,14.053609924978165,-0.04582366621318523,-3.9635254634965706,2.0747462219436557,-3.917701797283385
mobley_2402487,13.66696647602376,63.276073662979485,10.97220850172383,13.493337002997826,49.609107186955725,2.5211285012739957
mobley_2410897,-2.017858699219105,2.65211923191148,-2.4266418283924605,-3.2323893295578126,4.669977931130585,-0.8057475011653521
mobley_2422586,3.389143189904491,1.8001253750897803,-2.70190268888829,-6.515738081673889,-1.5890178148147107,-3.813835392785599
mobley_2451097,8.999946433342242,9.100298708664747,0.6408059522903131,-1.5365134548380723,0.10035227532250524,-2.1773194071283855
mobley_2457863,-2.6081465069576204,13.124272972472612,2.346958883672625,-1.6419063067457143,15.732419479430233,-3.9888651904183394
mobley_2481002,0.46589694509343693,0.37910395547796694,0.8372569269981458,-0.8922983889468341,-0.08679298961547,-1.72955531594498
mobley_2484519,3.299889408504205,4.685309870672469,0.8723418805101089,-0.5288228865363771,1.3854204621682644,-1.401164767046486
mobley_2487143,7.975012941557019,8.108880536246103,-2.108409990881478,-4.151568199821837,0.13386759468908416,-2.0431582089403584
mobley_2489709,2.7447718738803117,2.544418713488847,2.2781062095827154,-0.49643174271590995,-0.20035316039146478,-2.7745379522986253
mobley_2492140,1.0325692265841353,1.2137812283276255,-1.7138886535485285,-2.2297122053867344,0.18121200174349017,-0.5158235518382059
mobley_2493732,0.8091746546144994,0.9824439382919248,-1.9653611402951394,-4.100125886314623,0.17326928367742533,-2.134764746019483
mobley_2517158,1.4477331029459117,1.9223570259306895,-2.267002074363077,-4.156167854522321,0.47462392298477774,-1.889165780159244
mobley_2523689,18.11658097215771,36.11720411589954,8.931672410538157,4.184000274441215,18.00062314374183,-4.747672136096942
mobley_252413,-2.295058254629258,-0.3059898049549905,-0.811343246313136,-2.0282566062815466,1.9890684496742677,-1.2169133599684105
mobley_2577969,14.622346969531245,12.35753508461443,10.321892145635584,6.695210668360334,-2.2648118849168153,-3.62668147727525
mobley_2607611,11.154096110172773,12.00325399421744,-0.5083821954873782,-2.5362187769623947,0.8491578840446667,-2.0278365814750163
mobley_2609604,-0.1641492936924363,-0.15480810521990007,3.505476068960844,-1.4544630427131926,0.009341188472536233,-4.959939111674037
mobley_2613240,11.43894303712339,1.2198921965965592,3.392996498013903,1.7419612358324144,-10.219050840526831,-1.6510352621814888
mobley_2636578,16.00956861226121,15.734250371998952,4.014432292083978,1.12348098225679,-0.2753182402622567,-2.8909513098271877
mobley_2659552,39.69525538235763,26.030825347018986,6.547954799399563,3.5080165181679632,-13.664430035338643,-3.0399382812316
mobley_2661134,3.7504417040792752,5.646751715535126,1.159399054919521,-4.59842997399949,1.896310011455851,-5.757829028919011
mobley_2681549,-3.797795380264126,2.454619545304326,0.6972267543294963,-1.2224470771816174,6.252414925568452,-1.9196738315111137
mobley_2689721,-1.3201699193059389,-0.3583621051776039,2.348546818425743,-1.283642497226485,0.9618078141283349,-3.6321893156522282
mobley_2693089,3.7006856866711813,6.078547618563613,3.9187757022760064,0.5016240679271506,2.377861931892432,-3.4171516343488557
mobley_2725215,82.8328613889885,127.42968189848641,71.95441886463314,12.505078148658667,44.5968205094979,-59.44934071597447
mobley_2725802,11.82036642029348,15.535003763966756,0.17383021161381473,-0.7910333590112353,3.7146373436732762,-0.96486357062505
mobley_2727678,-10.169857638994785,14.464926963292442,0.8771195972867352,-0.20121360688935086,24.634784602287226,-1.078333204176086
mobley_2751110,11.682687204937096,17.905067752255523,2.9578141718300155,0.7489607267638236,6.222380547318426,-2.208853445066192
mobley_2763835,4.238129889736415,5.701781193065024,3.5271346892768656,3.112757355595767,1.463651303328609,-0.41437733368109875
mobley_2771569,14.59525345097934,5.531942591989429,4.860584502871685,-1.0299734902522184,-9.063310858989912,-5.890557993123903
mobley_2782339,28.782716974583362,42.26909617266892,1.5154024361462834,1.6355471314031114,13.486379198085555,0.12014469525682792
mobley_2784376,0.052410469971236294,0.14334841126449396,-1.882798455207863,-2.6313324416281083,0.09093794129325766,-0.7485339864202454
mobley_2789243,7.727417609706626,3.119432371734125,4.198227848835006,-1.2101046808057525,-4.607985237972501,-5.4083325296407585
mobley_2792521,6.510921922419641,6.284440435107593,-2.221349114652541,-3.371030198050009,-0.2264814873120482,-1.1496810833974682
mobley_2802855,0.37703874695729717,0.5948126535084048,-3.145548222604454,-4.336733743308098,0.21777390655110768,-1.1911855207036441
mobley_282648,8.157352615620999,7.311101087918917,2.2471436520397234,2.695719087917473,-0.8462515277020817,0.4485754358777494
mobley_2837389,-6.0776361559892305,2.050931329675042,-2.6140911800998103,-2.7372937049433808,8.128567485664274,-0.12320252484357042
mobley_2844990,4.502017448820017,-1.0848185192174782,9.426492935583275,4.780977321799369,-5.586835968037495,-4.645515613783905
mobley_2845466,4.461665586762987,-3.3233689558277764,6.497192207177765,3.7891496902414774,-7.785034542590763,-2.7080425169362874
mobley_2850833,-3.086889691177678,22.379493194511337,4.323551710240674,1.9595105167459552,25.466382885689015,-2.364041193494719
mobley_2859600,5.1966636823639565,5.057228826366849,3.835688573039542,0.15396952510489958,-0.13943485599710748,-3.681719047934642
mobley_2864987,-0.4228923957956692,4.713123670588061,-0.6837207953902696,-3.533975176288908,5.13601606638373,-2.850254380898638
mobley_2881590,7.277594675104225,4.212227992680031,0.39106531527440014,-1.31386195029657,-3.0653666824241936,-1.7049272655709702
mobley_2913224,34.28687694460394,62.498670860412204,67.5327323558083,14.321279302560942,28.211793915808265,-53.21145305324737
mobley_2923700,2.363360238824844,5.132199043378525,-1.1904300537571526,0.7515894649021715,2.7688388045536807,1.942019518659324
mobley_2925352,0.1523894104278387,1.1936690726452304,0.12104013732486552,-1.1437951611902415,1.0412796622173917,-1.264835298515107
mobley_2929847,4.6751831456757245,14.013032304949846,1.272561630453899,-1.6464177672621143,9.337849159274121,-2.9189793977160132
mobley_2958326,3.080487465222017,0.808387179020166,-0.16247890800624257,-4.062874516436276,-2.272100286201851,-3.900395608430033
mobley_2960202,2.930200840857524,-1.3406795079899823,9.434053205207514,2.9923300460534357,-4.2708803488475064,-6.441723159154078
mobley_296847,1.9874039783588862,3.8720733926757793,2.12853011318649,0.4261811473025947,1.8846694143168932,-1.7023489658838953
mobley_2972906,-3.524101482722464,1.0263162229390566,-2.1393324655294963,-3.113891522175985,4.550417705661521,-0.9745590566464886
mobley_299266,-5.2551113381664525,-1.1821725710458528,-1.8193535185260072,-4.1502632962528585,4.0729387671206,-2.330909777726851
mobley_2996632,1.3497975675945688,1.4939304130548063,-2.2377103864285677,-3.2059709145705804,0.14413284546023752,-0.9682605281420127
mobley_3006808,24.752180448663218,7.307760589178168,-2.1157285244586994,-3.530583795878329,-17.444419859485052,-1.4148552714196296
mobley_303222,-1.6820555669839612,-0.33235907613746046,-2.455050808911646,-3.568989657360893,1.3496964908465008,-1.113938848449247
mobley_3034976,-1.063037875120406,5.248773231335339,-0.723218148831375,-2.1497690845634168,6.311811106455745,-1.4265509357320418
mobley_3053621,0.5542457300530786,2.5527632153547337,1.8145065671858394,-1.3183914845736413,1.998517485301655,-3.1328980517594807
mobley_3060426,-1.773737518888589,1.1684726844647169,1.2039770966765544,1.053953981815336,2.942210203353306,-0.15002311486121833
mobley_3083321,7.99454153905952,7.636471460262257,0.6067032431033694,-1.5661795659350433,-0.3580700787972626,-2.1728828090384127
mobley_3105103,-62.40759281782837,72.95531573041855,17.068970475277254,17.215822043337564,135.36290854824693,0.14685156806030975
mobley_313406,3.7154785983450536,2.982787592164288,-2.6683294202710557,-3.1196620773213346,-0.7326910061807657,-0.4513326570502789
mobley_3144334,5.8515916101556495,6.985434381705153,0.731602845368303,-0.4601638902824501,1.1338427715495039,-1.191766735650753
mobley_3151666,6.41929410776514,6.318191056203078,-1.5714560397103319,-10.43412317207578,-0.10110305156206145,-8.862667132365448
mobley_3167746,0.4538021532458165,1.310688252840834,-3.1664259577962004,-4.928614003294219,0.8568860995950174,-1.7621880454980183
mobley_3210206,10.771430334102261,0.6370228428113407,4.058636920533136,2.2516539737128314,-10.13440749129092,-1.8069829468203045
mobley_3211679,-1.2553727366860916,0.3021720014247334,1.3720119622880094,-1.8156103598960573,1.557544738110825,-3.1876223221840667
mobley_3234716,-0.9619489577778876,1.1641749180483065,1.7891912065159596,-1.205612400015693,2.126123875826194,-2.9948036065316526
mobley_3259411,72.46981642980889,-1.8764792881389596,1.9193351352839354,-2.143581503074853,-74.34629571794784,-4.0629166383587885
mobley_3265457,25.446227261134936,-0.5376803200075457,9.411318532325069,7.6532908413926855,-25.983907581142482,-1.7580276909323835
mobley_3266352,0.7352055257304251,-7.796131267517801,2.1319779588126706,3.324451597617047,-8.531336793248226,1.1924736388043762
mobley_3269565,-1.121791815354732,2.05703555560553,1.263470058100979,-2.765902731900833,3.1788273709602617,-4.029372790001812
mobley_3269819,1.5138425352406497,2.1156878342965606,9.095451953914612,7.15193937924257,0.6018452990559109,-1.9435125746720416
mobley_3274817,42.196954677583086,33.84760725260744,9.60210495794268,7.790926324468837,-8.349347424975647,-1.8111786334738431
mobley_3318135,15.145966573953395,13.0492629475575,-1.9351696213255656,-7.415671856201131,-2.096703626395895,-5.480502234875566
mobley_3323117,24.294862852221097,12.05052597371821,-2.192963537533669,-3.8382907845385072,-12.244336878502887,-1.6453272470048383
mobley_3325209,47.057767442780126,30.139331987098103,9.153543299423244,4.464121510757804,-16.918435455682022,-4.689421788665441
mobley_3359593,19.68727590202915,8.90249059676944,2.2295416311092193,-0.010368013736449466,-10.78478530525971,-2.239909644845669
mobley_3370989,2.6231685687593003,2.7338766182815,-1.7192008198094884,-3.26396620481152,0.11070804952219993,-1.5447653850020318
mobley_337666,-8.90343847946249,33.04939454009171,2.1387965203711987,0.3292276894589654,41.952833019554205,-1.8095688309122333
mobley_3378420,6.643852724150523,5.821751645050682,-2.1798877196298196,-5.332217069178332,-0.8221010790998413,-3.1523293495485127
mobley_3395921,1.1439151346955636,2.290562373032729,2.10293764701753,-0.3819734783113766,1.1466472383371655,-2.4849111253289067
mobley_3398536,0.9972327661850006,1.9950448216284875,0.6301550401359886,0.3417307788435284,0.997812055443487,-0.2884242612924601
mobley_3414356,-4.550083329086744,1.9690893344581908,-1.232136321765652,-3.2373575884066357,6.519172663544936,-2.0052212666409837
mobley_3425174,1.889817711262851,2.3803732418992976,-1.327100302413931,-2.6776350832215656,0.49055553063644664,-1.3505347808076347
mobley_3452749,3.2533585942990753,3.741693809199316,1.9495538818762348,2.725778572026556,0.4883352149002409,0.7762246901503211
mobley_349850,17.61313458386637,18.013171351858315,1.4362729221549926,-0.48699698634669364,0.40003676799194565,-1.9232699085016862
mobley_3515580,15.856378539328936,7.65579615424398,3.043286817592567,0.06984453312971617,-8.200582385084957,-2.973442284462851
mobley_3525176,5.856564601767571,7.189332177861649,-1.417740091817051,-1.1405041793466886,1.3327675760940778,0.2772359124703625
mobley_3546460,3.8700579420927026,5.906023124160379,-0.7823958576937097,-1.8467649455231705,2.0359651820676765,-1.0643690878294607
mobley_3572203,20.907009044464328,14.804230273161307,0.6867978377616364,-1.8938031138062965,-6.10277877130302,-2.580600951567933
mobley_3573480,8.392084720029688,9.694154202672442,-2.6968518448743874,-4.171876979627039,1.3020694826427537,-1.4750251347526517
mobley_36119,3.4302145170182374,4.917791762593408,-2.3580316927327147,-5.597281318279706,1.4875772455751708,-3.2392496255469916
mobley_3639400,0.8206894616276805,1.4157896215804655,-3.1310900262389185,-3.9800507737835127,0.595100159952785,-0.8489607475445942
mobley_3663158,4.747629869356899,10.862372873824828,1.325977172990056,1.0929333626110402,6.114743004467929,-0.23304381037901578
mobley_3682850,8.461205128341819,5.667705192282666,1.4210367892490203,-2.0385745671233453,-2.7934999360591526,-3.4596113563723656
mobley_3686115,5.727554258486116,8.868338877529691,2.7399233820036697,0.29186705257808265,3.1407846190435755,-2.448056329425587
mobley_3690931,17.990647313529887,14.479330752177129,0.5331791359247466,-0.4758607424581367,-3.511316561352759,-1.0090398783828833
mobley_3709920,2.602825138102997,3.0230227535294563,-2.2548308006099878,-4.676256976150504,0.42019761542645906,-2.421426175540516
mobley_3715043,12.608175714505261,11.031942268314596,4.734467531767726,4.4760761787779195,-1.576233446190665,-0.25839135298980676
mobley_3727287,16.099833543101994,-16.280941826030993,2.553115136304066,-1.5709038085964542,-32.38077536913299,-4.12401894490052
mobley_3738859,0.8559243105815224,1.1283385244051332,0.01606873600124692,-1.9766895097749768,0.27241421382361075,-1.9927582457762236
mobley_3746675,7.0396411013539435,7.391787677757925,1.2870869362262702,1.5277586843257747,0.3521465764039817,0.24067174809950442
mobley_3761215,1.0255233050362391,1.258244358737342,-2.099946289316023,-1.3934668469142726,0.23272105370110285,0.7064794424017502
mobley_3762186,1.6339523000035225,1.735661336418205,-2.9090209387185273,-4.082784235286261,0.10170903641468243,-1.1737632965677336
mobley_3775790,-4.4026255298247055,1.6943107124923573,-1.9844184717433926,-2.2737673832025274,6.096936242317063,-0.28934891145913477
mobley_3802803,6.06727258687647,5.554205588093626,0.39791857516619933,-3.8388776605049166,-0.5130669987828442,-4.236796235671116
mobley_3867265,2.6174041936906463,4.3077954195885395,-2.5621220505661197,-2.9843069331940058,1.6903912258978933,-0.422184882627886
mobley_3968043,9.605011445375407,5.466095882410158,-1.5290440711149782,-1.875735979382182,-4.1389155629652485,-0.34669190826720375
mobley_3968739,34.457939503597814,27.619599241557502,3.368451559857666,2.3417509185428687,-6.838340262040312,-1.0267006413147972
mobley_3969312,18.132434385782254,17.439141890630463,0.688686589239432,-0.6136040632472053,-0.6932924951517911,-1.3022906524866373
mobley_397645,32.50605104877988,26.22867227344748,6.489556579695641,3.1012712007993066,-6.2773787753324015,-3.3882853788963345
mobley_3976574,2.9739236974008563,-1.3437790513912562,9.88822804281572,4.484129817770718,-4.3177027487921125,-5.4040982250450025
